"","Taxon","site_code","mean.before.control.0","mean.before.drought.0","mean.after.control.0","mean.after.drought.0","drought.after.before","control.after.before","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","RTD.g.cm3","SRL_m.g","rootDiam.mm","local_lifeform","local_lifespan","functional_group"
"123","BROMUS RUBENS","gmgranite.us",0.5,0,0.5,0.5,0.5,0,0.5,28.7686987,0.39624,NA,18.713372,0.2032,NA,NA,NA,"GRASS","ANNUAL","GRASS"
"124","BROMUS SETIFOLIUS","paike.ar",0,2.5,0,2.5,0,0,0,20,0.102,NA,20.31,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"125","BROMUS STERILIS","cowidrt.ca",12,1.5,13,3.33333333333333,1.83333333333333,1,0.833333333333333,27.9,0.658333333,NA,30.5349098,1.5,NA,455.9545455,NA,"GRASS","ANNUAL","GRASS"
"126","BROMUS STERILIS","baddrt.de",0,2,0.1025,5,3,0.1025,2.8975,27.9,0.658333333,NA,30.5349098,1.5,NA,455.9545455,NA,"GRASS","ANNUAL","GRASS"
"127","BROMUS TECTORUM","nnss.us",0.9656297375,1.142075,4.38977668,0.882379228571429,-0.259695771428571,3.4241469425,-3.68384271392857,18.768,0.198681818,7.006735802,17.28496,0.90288,0.47,31.204325,0.57,"GRASS","ANNUAL","GRASS"
"128","BROMUS TECTORUM","nplatte.us",13.2,40.3333333333333,6.33333333333333,14.1428571428571,-26.1904761904762,-6.86666666666667,-19.3238095238095,18.768,0.198681818,7.006735802,17.28496,0.90288,0.47,31.204325,0.57,"GRASS","ANNUAL","GRASS"
"129","BUCHLOE DACTYLOIDES","cdpt_drt.us",2,0,1,0,0,-1,1,24.2054525,0.057,15.93328833,22.1,1.8542,NA,110.5,NA,"GRASS","BIENNIAL","GRASS"
"130","CALADENIA CARNEA","jilpanger.au",0.5,0,0.5,0,0,0,0,NA,0.135,NA,20.36104461,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"131","CALAMAGROSTIS EPIGEIOS","teshio.jp",61.6666666666667,53.5,60.3,57.1,3.6,-1.36666666666667,4.96666666666667,17.43326,1.396,6.6,18.65,NA,NA,57.46375,NA,"GRASS","PERENNIAL","GRASS"
"132","CALOTIS LAPPULACEA","cobar.au",1,0,1.33333333333333,1,1,0.333333333333333,0.666666666666667,NA,0.5,NA,15.76,NA,NA,NA,NA,"FORB","NULL","FORB"
"133","CAMASSIA QUAMASH","cowidrt.ca",3,1,3,5,4,0,4,NA,0.70104,NA,12.08,0.254,NA,NA,NA,"GRASS","PERENNIAL","FORB"
"134","CAMPANULA PATULA","elvadrt.ee",0,2,0,1,-1,0,-1,27.77811089,0.4375,14.26593954,33.98333333,0.29,0.0375,NA,0.265133333,"FORB","PERENNIAL","FORB"
"135","CAMPANULA ROTUNDIFOLIA","kernnu.ca",0.5,0.5,0.5,0.5,0,0,0,21.08333333,0.452,13.14618087,22.94812699,1.125,0.146551312,475.6578007,0.141566667,"FORB","PERENNIAL","FORB"
"136","CAMPANULA ROTUNDIFOLIA","kernb.ca",0,1,0,0.5,-0.5,0,-0.5,21.08333333,0.452,13.14618087,22.94812699,1.125,0.146551312,475.6578007,0.141566667,"FORB","PERENNIAL","FORB"
"137","CARDUUS PYCNOCEPHALUS","scruzm.us",1.7424088,2.76846785,6.8493151,7.11889028,4.35042243,5.1069063,-0.75648387,8.2,0.8,NA,38,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"138","CARDUUS PYCNOCEPHALUS","scruzl.us",1.25,1,8.79587136666667,20.12987015,19.12987015,7.54587136666667,11.5839987833333,8.2,0.8,NA,38,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"139","CAREX ARENARIA","hoide.de",4.5,3.5,2.66666666666667,1.66666666666667,-1.83333333333333,-1.83333333333333,2.22044604925031e-16,19.12604168,0.384259259,NA,14.42164292,1.02,NA,NA,NA,"GRAMINOID","PERENNIAL","GRAMINOID"
"140","CAREX ARENARIA","hyide.de",3,3.33333333333333,2,1.33333333333333,-2,-1,-1,19.12604168,0.384259259,NA,14.42164292,1.02,NA,NA,NA,"GRAMINOID","PERENNIAL","GRAMINOID"
"141","CAREX BREVICULMIS","falls.au",0.5,0.75,0.666666666666667,0.75,0,0.166666666666667,-0.166666666666667,18.30157885,0.05,NA,14.60009466,NA,NA,NA,NA,"GRASS","PERENNIAL","GRAMINOID"
"142","CAREX CARYOPHYLLEA","allmendb.ch",10.75,16.5,10.8333333333333,16.5,0,0.0833333333333339,-0.0833333333333339,18,0.223333333,NA,18.76023077,0.2,NA,NA,0.0784,"GRAMINOID","PERENNIAL","GRAMINOID"
"143","CAREX CARYOPHYLLEA","allmendo.ch",14.1666666666667,15.75,12.4166666666667,14.1666666666667,-1.58333333333333,-1.75,0.166666666666666,18,0.223333333,NA,18.76023077,0.2,NA,NA,0.0784,"GRAMINOID","PERENNIAL","GRAMINOID"
"144","CAREX CURVULA","passogavia.it",47.6,47.4,40.6,42,-5.4,-7,1.6,12,0.15,NA,9.999104145,0.65,NA,NA,NA,"GRAMINOID","PERENNIAL","GRAMINOID"
"145","CAREX ECHINATA","lygraint.no",1,1,0,1,0,-1,1,17.8,0.33305,NA,15.53,0.2032,NA,NA,NA,"GRAMINOID","NULL","GRAMINOID"
"146","CAREX ECHINATA","lygraold.no",1.5,4,0,1,-3,-1.5,-1.5,17.8,0.33305,NA,15.53,0.2032,NA,NA,NA,"GRAMINOID","NULL","GRAMINOID"
"147","CAREX FLACCA","allmendo.ch",1.75,5,1.5,1.5,-3.5,-0.25,-3.25,17.07498081,0.37125,4.956666667,14.4018786,0.83,0.169025277,218.7926062,0.380313725,"GRAMINOID","PERENNIAL","GRAMINOID"
"148","CAREX FLACCA","allmendb.ch",4.25,0,4.375,0.25,0.25,0.125,0.125,17.07498081,0.37125,4.956666667,14.4018786,0.83,0.169025277,218.7926062,0.380313725,"GRAMINOID","PERENNIAL","GRAMINOID"
"149","CAREX HEBES","falls.au",0.5,0.666666666666667,0.6,0.5,-0.166666666666667,0.1,-0.266666666666667,NA,NA,NA,19.096154,NA,NA,NA,NA,"GRASS","PERENNIAL","GRAMINOID"
"150","CAREX LIPAROCARPOS","kiskun.hu",0,1,0,0.5,-0.5,0,-0.5,20.95166667,0.185,NA,25.83979328,0.26,NA,NA,NA,"GRASS","PERENNIAL","GRAMINOID"
"151","CAREX NIGRA","lygraint.no",1,1,2,0,-1,1,-2,24.40009307,0.388666667,6.648625922,20.83559904,0.56,NA,52.8,0.2421,"GRAMINOID","NULL","GRAMINOID"
"152","CAREX NIGRA","lygraold.no",6.33333333333333,4,6.66666666666667,7.33333333333333,3.33333333333333,0.333333333333333,3,24.40009307,0.388666667,6.648625922,20.83559904,0.56,NA,52.8,0.2421,"GRAMINOID","NULL","GRAMINOID"
"153","CAREX PANICEA","lygraint.no",0,2,0,3,1,0,1,16.1715862,0.31,NA,17.69830765,0.49,NA,9.14,NA,"GRAMINOID","NULL","GRAMINOID"
"154","CAREX PILULIFERA","lygraint.no",1,0,2,1.66666666666667,1.66666666666667,1,0.666666666666667,27.98325592,0.225625,NA,19.13235729,NA,NA,NA,NA,"GRAMINOID","NULL","GRAMINOID"
"155","CARLINA VULGARIS","allmendb.ch",0.25,0.5,0.25,0,-0.5,0,-0.5,15.78260486,0.385,NA,22.08870347,0.87,0.082888022,322.3538749,0.246275926,"FORB","PERENNIAL","FORB"
"156","CELMISIA COSTINIANA","falls.au",43.3333333333333,50,43.3333333333333,48.3333333333333,-1.66666666666666,0,-1.66666666666666,NA,0.515,NA,9.655537,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"157","CENTAUREA JACEA","allmendo.ch",1,0.583333333333333,1,2.25,1.66666666666667,0,1.66666666666667,25.06160617,0.8275,11.34202,21.9478316,0.155,0.133545753,116.6184597,0.328737037,"FORB","PERENNIAL","FORB"
"158","CENTAUREA JACEA","allmendb.ch",1.91666666666667,1.5,2.33333333333333,1.5,0,0.416666666666667,-0.416666666666667,25.06160617,0.8275,11.34202,21.9478316,0.155,0.133545753,116.6184597,0.328737037,"FORB","PERENNIAL","FORB"
"159","CENTAUREA JACEA","rhijn.nl",1,25,7,6.5,-18.5,6,-24.5,25.06160617,0.8275,11.34202,21.9478316,0.155,0.133545753,116.6184597,0.328737037,"FORB","PERENNIAL","FORB"
"160","CENTAUREA MELITENSIS","credom.au",0.5,0.5,0.5,0,-0.5,0,-0.5,19.1,1,NA,9.4,0.3,NA,145.36,NA,"FORB","ANNUAL","FORB"
"161","CENTAUREA SCABIOSA","allmendb.ch",5.5,6.08333333333333,5.16666666666667,7.25,1.16666666666667,-0.333333333333333,1.5,22.3,0.9625,NA,16.2315625,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"162","CENTAUREA SCABIOSA","allmendo.ch",3,1.58333333333333,4.125,1.75,0.166666666666667,1.125,-0.958333333333333,22.3,0.9625,NA,16.2315625,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"163","CENTIPEDA CUNNINGHAMII","quilpie.au",8,12.5,4,3.33333333333333,-9.16666666666667,-4,-5.16666666666667,NA,0.2,NA,18.1,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"164","Centrolepis ARISTATA","jilpanger.au",0.6,1,0.5,0.5,-0.5,-0.1,-0.4,19.7,0.09857143,NA,28.092362,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"165","Centrolepis STRIGOSA","jilpanger.au",0.5,0.5,0.5,0.5,0,0,0,NA,0.11,NA,5.632,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"166","CEPHALIPTERUM DRUMMONDII","credom.au",0.5,1,20,1,0,19.5,-19.5,NA,0.33086325,NA,37.282501,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"167","CEPHALIPTERUM DRUMMONDII","credoj.au",0.5,0,0.5,0.5,0.5,0,0.5,NA,0.33086325,NA,37.282501,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"168","CERASTIUM ARVENSE","matador.ca",2.25,0.5,3.5,0.75,0.25,1.25,-1,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"169","CERASTIUM ARVENSE","paike.ar",1,1,1,1,0,0,0,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"170","CERASTIUM ARVENSE","kernb.ca",2,0.5,2.5,1.25,0.75,0.5,0.25,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"171","CERASTIUM ARVENSE","elvadrt.ee",1,1,1,1,0,0,0,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"172","CERASTIUM ARVENSE","cowidrt.ca",1.5,1.5,2,1.5,0,0.5,-0.5,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"173","CERASTIUM ARVENSE","kernnu.ca",0,0.5,0.5,0.75,0.25,0.5,-0.25,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"174","CERASTIUM FONTANUM","rhijn.nl",1,1,1,0,-1,0,-1,24.9755,0.218333333,8.721238939,25.83139407,NA,0.133299797,101.6244572,0.282,"FORB","PERENNIAL","FORB"
"175","CERASTIUM GLOMERATUM","cowidrt.ca",3,1,1,1,0,-2,2,23,0.249,14.7,23.38503171,0.11,NA,318,NA,"FORB","ANNUAL","FORB"
"176","CHAMAESCILLA CORYMBOSA","jilpanger.au",0.75,0.5,1.75,0.5,0,1,-1,23,0.4,NA,NA,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"177","CHLOROGALUM POMERIDIANUM","scruzh.us",0,1.4084507,0,2.4691358,1.0606851,0,1.0606851,28.9,NA,NA,12.962,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"178","CHONDROSUM ERIOPODUM","sevblue.us",2.975,20,1.65,4.80833333333333,-15.1916666666667,-1.325,-13.8666666666667,14.8969364,0.6096,NA,18.54844313,NA,NA,NA,0.03,"GRAMINOID","PERENNIAL","GRASS"
"179","CHONDROSUM ERIOPODUM","sevmixed.us",12.6928571428571,19.1785714285714,11.4142857142857,7.34285714285714,-11.8357142857143,-1.27857142857143,-10.5571428571429,14.8969364,0.6096,NA,18.54844313,NA,NA,NA,0.03,"GRAMINOID","PERENNIAL","GRASS"
"180","CHONDROSUM ERIOPODUM","sevblack.us",19.4071428571429,22.1428571428571,18.0928571428571,7.42857142857143,-14.7142857142857,-1.31428571428572,-13.4,14.8969364,0.6096,NA,18.54844313,NA,NA,NA,0.03,"GRAMINOID","PERENNIAL","GRASS"
"181","CHONDROSUM ERIOPODUM","jrnchi.us",14.49760331,15.41230289,4.50248912,0.781912216666667,-14.6303906733333,-9.99511419,-4.63527648333333,14.8969364,0.6096,NA,18.54844313,NA,NA,NA,0.03,"GRAMINOID","PERENNIAL","GRASS"
"182","CHONDROSUM ERIOPODUM","jorndrt.us",39.3333333333333,29.6666666666667,31.6666666666667,27.3333333333333,-2.33333333333334,-7.66666666666667,5.33333333333333,14.8969364,0.6096,NA,18.54844313,NA,NA,NA,0.03,"GRAMINOID","PERENNIAL","GRASS"
"183","CHONDROSUM GRACILE","sevmixed.us",7.83333333333333,6.8,4.975,1.65,-5.15,-2.85833333333333,-2.29166666666667,15.9806955,0.202828111,NA,15.34680195,NA,NA,NA,0.036,"GRAMINOID","PERENNIAL","GRASS"
"184","CHONDROSUM GRACILE","sevblue.us",20.8071428571429,16.7142857142857,14.3442857142857,9.42857142857143,-7.28571428571429,-6.46285714285714,-0.822857142857144,15.9806955,0.202828111,NA,15.34680195,NA,NA,NA,0.036,"GRAMINOID","PERENNIAL","GRASS"
"185","CHRYSOCEPHALUM APICULATUM","jilpanger.au",10,1,10,10,9,0,9,27.1,0.4,NA,16.64122201,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"186","CIRSIUM ARVENSE","kernnu.ca",1.5,2.66666666666667,2.66666666666667,0.75,-1.91666666666667,1.16666666666667,-3.08333333333333,29.75611991,0.84284049,15.2,16.60803212,1.853333,NA,64,0.71,"FORB","PERENNIAL","FORB"
"187","CIRSIUM ARVENSE","baddrt.de",10.5,12.6,3.27777777777778,3.3,-9.3,-7.22222222222222,-2.07777777777778,29.75611991,0.84284049,15.2,16.60803212,1.853333,NA,64,0.71,"FORB","PERENNIAL","FORB"
"188","CIRSIUM ARVENSE","brookdale.ca",17.666666666,17.5,1.9,2.1333333332,-15.3666666668,-15.766666666,0.3999999992,29.75611991,0.84284049,15.2,16.60803212,1.853333,NA,64,0.71,"FORB","PERENNIAL","FORB"
"189","CIRSIUM VULGARE","scruzl.us",2,0,0,14.6156689,14.6156689,-2,16.6156689,38.6,1.175,NA,14.23064781,2.1,0.285613682,131.2433191,0.184,"FORB","BIENNIAL","FORB"
"190","COLLINSIA PARVIFLORA","oreac.us",0.5,0,0.7,0.6,0.6,0.2,0.4,NA,0.3048,NA,32.3,NA,NA,NA,0.28,"FORB","ANNUAL","FORB"
"191","COLLINSIA PARVIFLORA","oreaa.us",0,0.5,0.5,0.5,0,0.5,-0.5,NA,0.3048,NA,32.3,NA,NA,NA,0.28,"FORB","ANNUAL","FORB"
"192","COMANDRA UMBELLATA","cedarsav.us",1.6,2,9.66666666666667,6.66666666666667,4.66666666666667,8.06666666666667,-3.4,21.0594,0.2205,NA,18.08533756,NA,0.334821433,31.36179282,0.321385714,"FORB","PERENNIAL","FORB"
"193","COMANDRA UMBELLATA","matador.ca",1.5,2.5,5.25,3.5,1,3.75,-2.75,21.0594,0.2205,NA,18.08533756,NA,0.334821433,31.36179282,0.321385714,"FORB","PERENNIAL","FORB"
"194","COMMELINA CYANEA","yarradrt.au",2.17,0,2,2,2,-0.17,2.17,30.634,0.1,NA,34.85,NA,0.12642,NA,0.05284,"FORB","PERENNIAL","FORB"
"195","CONVOLVULUS ARVENSIS","scruzm.us",0,1.9047619,0,1.0989011,-0.8058608,0,-0.8058608,27.77,0.048,12.29,17.215475,2.24,NA,31.40813333,NA,"FORB","PERENNIAL","FORB"
"196","COREOPSIS PALMATA","cedarsav.us",11,6,27.5,6.66666666666667,0.666666666666666,16.5,-15.8333333333333,12.06502778,0.614,18.5591,18.06209157,NA,0.1,82.33333333,0.33,"FORB","PERENNIAL","FORB"
"197","COREOPSIS PALMATA","cedartrait.us",17.25,9,25,13,4,7.75,-3.75,12.06502778,0.614,18.5591,18.06209157,NA,0.1,82.33333333,0.33,"FORB","PERENNIAL","FORB"
"198","COREOPSIS TINCTORIA","cdpt_drt.us",2,1.75,3.5,2.25,0.5,1.5,-1,14.704,0.1905,12.73,14.36677143,NA,NA,28.59345,NA,"FORB","ANNUAL","FORB"
"199","CRASPEDIA AURANTIA","falls.au",2,0,4,0,0,2,-2,NA,0.6,NA,23.731463,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"200","CREPIS BIENNIS","allmendb.ch",0.25,0.5,1.75,0.5,0,1.5,-1.5,18.28,0.183,10.22761651,19.04,0.99,0.113427835,154.7062535,0.425214286,"FORB","PERENNIAL","FORB"
"201","CREPIS BIENNIS","baddrt.de",40.7,52,4.85714285714286,6.5,-45.5,-35.8428571428571,-9.65714285714285,18.28,0.183,10.22761651,19.04,0.99,0.113427835,154.7062535,0.425214286,"FORB","PERENNIAL","FORB"
"202","CREPIS CAPILLARIS","baddrt.de",3.55555555555556,5.4,1.61666666666667,9,3.6,-1.93888888888889,5.53888888888889,15.38228961,0.458333333,10.7,35.00023666,0.385,NA,138,NA,"FORB","ANNUAL","FORB"
"203","CREPIS FOETIDA","kiskun.hu",0.602,0.9,0.01,0,-0.9,-0.592,-0.308,17.2,0.27525,14.175,20.14985816,NA,0.072,296.13,0.280689138,"FORB","PERENNIAL","FORB"
"204","CYMBOPOGON CAESIUS","ukulingadrt.za",9,12,8.16666666666667,6.5,-5.5,-0.833333333333334,-4.66666666666667,13.857227,0.838,NA,17.88,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"205","CYNODON DACTYLON","yarradrt.au",62.625,55.925,51.25,47.5,-8.425,-11.375,2.95,16.887,0.235788519,NA,16.61,0.3556,0.51,26.34,0.071,"GRAMINOID","PERENNIAL","GRASS"
"206","CYNODON DACTYLON","sclaudio.ar",0,1,2.33333333333333,1,0,2.33333333333333,-2.33333333333333,16.887,0.235788519,NA,16.61,0.3556,0.51,26.34,0.071,"GRAMINOID","PERENNIAL","GRASS"
"207","CYNOSURUS CRISTATUS","rhijn.nl",3.66666666666667,3,5,0,-3,1.33333333333333,-4.33333333333333,18.7,0.588,8.98,25.76472222,0.22,NA,331.2666667,NA,"GRASS","PERENNIAL","GRASS"
"208","CYTISUS SCOPARIUS","cowidrt.ca",5.5,5.66666666666667,3,0,-5.66666666666667,-2.5,-3.16666666666667,31.01944444,1.7959,NA,22.29605641,0.4064,NA,NA,0.314,"SHRUB","PERENNIAL","LEGUME"
"209","DACTYLIS GLOMERATA","cowidrt.ca",13.8,6.2,6.75,4.25,-1.95,-7.05,5.1,25.72069341,0.671309259,10.15714286,26.04843708,0.3048,0.138583824,304.2076965,0.142857143,"GRASS","PERENNIAL","GRASS"
"210","DACTYLIS GLOMERATA","rhijn.nl",7,7,15.8333333333333,20,13,8.83333333333333,4.16666666666667,25.72069341,0.671309259,10.15714286,26.04843708,0.3048,0.138583824,304.2076965,0.142857143,"GRASS","PERENNIAL","GRASS"
"211","DACTYLIS GLOMERATA","elvadrt.ee",16.6666666666667,15,11.6666666666667,11.6666666666667,-3.33333333333333,-5,1.66666666666667,25.72069341,0.671309259,10.15714286,26.04843708,0.3048,0.138583824,304.2076965,0.142857143,"GRASS","PERENNIAL","GRASS"
"212","DACTYLORHIZA MACULATA","lygraint.no",2,1,1,0,-1,-1,0,22.6,0.6,NA,24.23285714,NA,NA,NA,NA,"FORB","NULL","FORB"
"213","DALEA VILLOSA","cedartrait.us",10.3333333333333,5.75,3.16666666666667,3,-2.75,-7.16666666666667,4.41666666666667,25.11550703,0.514,11.2,9.669407895,1.524,NA,40,NA,"FORB","PERENNIAL","LEGUME"
"214","DANTHONIA CALIFORNICA","oreaa.us",0,12.5,0,8.16666666666667,-4.33333333333333,0,-4.33333333333333,21.1,0.6096,NA,46.56,0.4064,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"215","DANTHONIA CALIFORNICA","scruzh.us",29.33366554,34.76109185,0,15.1898734,-19.57121845,-29.33366554,9.76244709,21.1,0.6096,NA,46.56,0.4064,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"216","DAUCUS CAROTA","esw.ca",1,0,0,1,1,-1,2,23.75644602,0.487097662,12.75277167,17.37707021,0.8266667,0.329231092,244.5257138,0.314314803,"FORB","BIENNIAL","FORB"
"217","DESCHAMPSIA CESPITOSA","paike.ar",1,1,1,1,0,0,0,19.38145224,0.623466667,9.504294333,15.38069921,1.23,0.170736151,364.9892355,0.206048414,"GRASS","PERENNIAL","GRASS"
"218","DESCHAMPSIA FLEXUOSA","hyide.de",0,1,1,1,0,1,-1,21.14852266,0.40801415,6.90123,17.19285365,0.2032,0.386033,196.6766667,0.27,"GRASS","PERENNIAL","GRASS"
"219","DESCHAMPSIA FLEXUOSA","lygraint.no",4,3.5,0,1,-2.5,-4,1.5,21.14852266,0.40801415,6.90123,17.19285365,0.2032,0.386033,196.6766667,0.27,"GRASS","PERENNIAL","GRASS"
"220","DESCHAMPSIA FLEXUOSA","hoide.de",3.5,3.5,8.66666666666667,3.66666666666667,0.166666666666667,5.16666666666667,-5,21.14852266,0.40801415,6.90123,17.19285365,0.2032,0.386033,196.6766667,0.27,"GRASS","PERENNIAL","GRASS"
"221","DESMODIUM ILLINOENSE","purdue.us",10.5714285714286,17,13,19.75,2.75,2.42857142857143,0.321428571428571,28.39,0.32,NA,11.96,NA,0.26,NA,0.2997,"LEGUME","NULL","LEGUME"
"222","DIANTHUS SEROTINUS","kiskun.hu",1.5,3.25,8,3.5,0.25,6.5,-6.25,NA,NA,NA,8.61,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"223","DICHANTHELIUM OLIGOSANTHES","cdpt_drt.us",1.25,2,3,0.5,-1.5,1.75,-3.25,12.8,0.2083,4.73,23.2764706,NA,NA,7.466,0.36,"GRASS","PERENNIAL","GRASS"
"224","DICHELACHNE CRINITA","yarradrt.au",0.1,0,1,1,1,0.9,0.1,NA,1.25,NA,13.22276,NA,NA,NA,0.51,"GRASS","PERENNIAL","GRASS"
"225","DIGITARIA CALIFORNICA","cerrillos.ar",0.63,0,0.63,0,0,0,0,12.9905373,1.2192,NA,20.9,0.254,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"226","DIHETEROPOGON AMPLECTENS","ukulingadrt.za",8,10.6666666666667,3,5,-5.66666666666667,-5,-0.666666666666666,7.1951461,NA,NA,15.69,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"227","DIPLOTAXIS TENUIFOLIA","naposta.ar",2.33333333333333,1,5,5.33333333333333,4.33333333333333,2.66666666666667,1.66666666666667,NA,0.575,NA,22.45,NA,NA,NA,NA,"FORB","BIENNIAL","FORB"
"228","DROSERA ABERRANS","jilpanger.au",1.625,0.5,0.5,0,-0.5,-1.125,0.625,NA,0.03,NA,10.411994,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"229","ECHIUM VULGARE","allmendb.ch",0,1.75,0.25,0.375,-1.375,0.25,-1.625,23.6,0.716666667,NA,14.45,NA,NA,NA,0.385,"FORB","PERENNIAL","FORB"
"230","EHRHARTA STIPOIDES","yarradrt.au",8.47,35.45,10.75,61.25,25.8,2.28,23.52,25.541,NA,NA,21.72,NA,0.72,NA,0.043,"GRASS","PERENNIAL","GRASS"
"231","ELYMUS ELYMOIDES","octc.us",1.1684448,0.970887933333333,0.818374925,0.5475702,-0.423317733333333,-0.350069875,-0.0732478583333332,13.572,0.4235,10.19,13.868725,0.3048,0.387230769,48.4183,0.62,"GRASS","PERENNIAL","GRASS"
"232","ELYMUS ELYMOIDES","oreac.us",17,2.875,7,5.83333333333333,2.95833333333333,-10,12.9583333333333,13.572,0.4235,10.19,13.868725,0.3048,0.387230769,48.4183,0.62,"GRASS","PERENNIAL","GRASS"
"233","ELYMUS ELYMOIDES","oreaa.us",3,6.9,3.75,7.7,0.8,0.75,0.0499999999999998,13.572,0.4235,10.19,13.868725,0.3048,0.387230769,48.4183,0.62,"GRASS","PERENNIAL","GRASS"
"234","ELYMUS GLAUCUS","cowidrt.ca",2,3.66666666666667,0,6,2.33333333333333,-2,4.33333333333333,20.02,1.00584,10.4,14.9305,0.3048,0.49,34.8825,NA,"GRASS, forb (SantaCruzHigh)","PERENNIAL","GRASS"
"235","ELYMUS SPICATUS","cmss.us",27.5,5,12.5,10,5,-15,20,14.64,0.8382,NA,17.38104639,0.254,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"236","ELYMUS TRACHYCAULUS","kernb.ca",0.5,3,0.5,7,4,0,4,13.85333333,0.466,8.22,11.45053,1.07,NA,62.476,NA,"GRAMINOID","PERENNIAL","GRASS"
"237","ELYMUS TRACHYCAULUS","kernnu.ca",0.833333333333333,3,3.25,1.83333333333333,-1.16666666666667,2.41666666666667,-3.58333333333333,13.85333333,0.466,8.22,11.45053,1.07,NA,62.476,NA,"GRAMINOID","PERENNIAL","GRASS"
"238","ENNEAPOGON POLYPHYLLUS","credoj.au",10.25,0.75,5.25,0,-0.75,-5,4.25,10.55,0.325,3.7,7.035333333,NA,0.44,NA,0.6,"GRASS","PERENNIAL","GRASS"
"239","ENNEAPOGON POLYPHYLLUS","credom.au",1.125,0.75,0.666666666666667,1,0.25,-0.458333333333333,0.708333333333333,10.55,0.325,3.7,7.035333333,NA,0.44,NA,0.6,"GRASS","PERENNIAL","GRASS"
"240","EPILOBIUM ANGUSTIFOLIUM","baddrt.de",0,5,0,1.05,-3.95,0,-3.95,26.69696541,1.0483,NA,19.77553761,0.627,NA,261.095,NA,"FORB","PERENNIAL","FORB"
"241","EPILOBIUM BRACHYCARPUM","oreaa.us",0.8,1,1.5,0.9,-0.1,0.7,-0.8,30.48666667,0.286,10.95816314,21.56584,NA,NA,81.71053333,NA,"FORB","ANNUAL","FORB"
"242","EPILOBIUM BRACHYCARPUM","oreac.us",2.5,1.5,1.5,1.5,0,-1,1,30.48666667,0.286,10.95816314,21.56584,NA,NA,81.71053333,NA,"FORB","ANNUAL","FORB"
"243","EPILOBIUM TETRAGONUM","baddrt.de",5.7,7,0.812,0.8,-6.2,-4.888,-1.312,29.10047423,0.720833333,NA,15.9,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"244","EQUISETUM ARVENSE","teshio.jp",1,4,4,5.5,1.5,3,-1.5,20.06733732,0.344317143,NA,13.18450744,0.2262,NA,89.07333333,NA,"FORB","PERENNIAL","FORB"
"245","EQUISETUM ARVENSE","elvadrt.ee",2,1.66666666666667,1,1.33333333333333,-0.333333333333333,-1,0.666666666666667,20.06733732,0.344317143,NA,13.18450744,0.2262,NA,89.07333333,NA,"FORB","PERENNIAL","FORB"
"246","ERAGROSTIS CURVULA","yarradrt.au",10.25,0,8.5,0,0,-1.75,1.75,15.862,0.9144,5.6,10.92,0.3556,0.674737064,NA,0.071,"GRASS","PERENNIAL","GRASS"
"247","ERAGROSTIS DIELSII","credom.au",10.5,1,1.25,0.5,-0.5,-9.25,8.75,NA,0.3,NA,5.7,NA,NA,NA,NA,"GRASS","ANNUAL","GRASS"
