"","Taxon","site_code","mean.before.control.0","mean.before.drought.0","mean.after.control.0","mean.after.drought.0","drought.after.before","control.after.before","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","RTD.g.cm3","SRL_m.g","rootDiam.mm","local_lifeform","local_lifespan","functional_group"
"20","AGROSTIS CAPILLARIS","lygraint.no",2,1,1,1,0,-1,1,27.65006595,0.393022873,8.907142857,29.44748071,0.3048,0.230872486,141.2639378,0.128571429,"GRASS","PERENNIAL","GRASS"
"21","AGROSTIS MONTEVIDENSIS","marcdrt.ar",20,25,8,5.5,-19.5,-12,-7.5,NA,0.229358974,NA,12,NA,NA,NA,NA,"FORB","PERENNIAL","GRASS"
"22","AGROSTIS RUPESTRIS","passogavia.it",1.54,0.8,2.5,1.7,0.9,0.96,-0.06,17,0.035,NA,15.5,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"23","AGROSTIS SCABRA","kernb.ca",3.5,2.333333333,3,1.333333333,-1,-0.5,-0.5,8.00326776,0.274,12.3048825,9.409573332,0.3048,0.2,109,0.21,"GRASS","PERENNIAL","GRASS"
"24","AGROSTIS SCABRA","mattheis.ca",3.5,3,5,3,0,1.5,-1.5,8.00326776,0.274,12.3048825,9.409573332,0.3048,0.2,109,0.21,"GRASS","PERENNIAL","GRASS"
"27","ALCHEMILLA PENTAPHYLLEA","passogavia.it",32.6,48.6,35,53.8,5.2,2.4,2.8,37,0.07,NA,21,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"28","ALLIONIA INCARNATA","sevblack.us",1.5,0,9,0,0,7.5,-7.5,NA,0.4,NA,21.88917424,0.4,NA,10.31,0.665,"FORB","PERENNIAL","FORB"
"29","ALLIUM ACUMINATUM","oreaa.us",0.5,0,0,1,1,-0.5,1.5,NA,0.3048,NA,8.45,0.1524,NA,NA,NA,"FORB","PERENNIAL","FORB"
"30","ALLIUM CERNUUM","brookdale.ca",5,0,1,0,0,-4,4,45.1745,NA,NA,6.843,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"31","AMBROSIA PSILOSTACHYA","konzadrt.us",6.6,13,21.6,11.8,-1.2,15,-16.2,23.246,0.4385,12.9,15.82842,0.99,0.37,72.86943333,0.44,"FORB","PERENNIAL","FORB"
"32","AMBROSIA TENUIFOLIA","marcdrt.ar",18.25,6.25,1.333333333,1,-5.25,-16.91666667,11.66666667,18.2,NA,NA,9.366271504,0.6096,NA,NA,NA,"FORB","PERENNIAL","FORB"
"33","AMORPHA CANESCENS","cedarsav.us",9.5,9.333333333,2.333333333,6.75,-2.583333333,-7.166666667,4.583333333,22.25861206,0.446,27.18327333,13.80561828,0.508,0.59,45.95532256,0.19,"FORB","PERENNIAL","LEGUME"
"34","AMORPHA CANESCENS","cedartrait.us",6.166666667,2.5,3,0,-2.5,-3.166666667,0.666666667,22.25861206,0.446,27.18327333,13.80561828,0.508,0.59,45.95532256,0.19,"FORB","PERENNIAL","LEGUME"
"37","ANDROPOGON GERARDII","cedartrait.us",13,5,17,6.4,1.4,4,-2.6,11.43191184,1.43,14.4,7.475763032,0.508,0.2,65.1,0.7,"GRASS","PERENNIAL","GRASS"
"38","ANDROPOGON GERARDII","cedarsav.us",7.666666667,9.75,17.14285714,8.8,-0.95,9.476190476,-10.42619048,11.43191184,1.43,14.4,7.475763032,0.508,0.2,65.1,0.7,"GRASS","PERENNIAL","GRASS"
"39","ANDROPOGON GERARDII","brookdale.ca",19.83333333,9,2.875,2.611111111,-6.388888889,-16.95833333,10.56944445,11.43191184,1.43,14.4,7.475763032,0.508,0.2,65.1,0.7,"GRASS","PERENNIAL","GRASS"
"40","ANDROPOGON GERARDII","konzadrt.us",43.2,41,50,53.6,12.6,6.8,5.8,11.43191184,1.43,14.4,7.475763032,0.508,0.2,65.1,0.7,"GRASS","PERENNIAL","GRASS"
"41","ANDROPOGON GERARDII","purdue.us",27.375,27.375,18.75,26.66666667,-0.708333333,-8.625,7.916666667,11.43191184,1.43,14.4,7.475763032,0.508,0.2,65.1,0.7,"GRASS","PERENNIAL","GRASS"
"43","ANEMONE PATENS","kernb.ca",1.25,0,0.75,0,0,-0.5,0.5,NA,0.20625,NA,24.26984405,0.762222222,0.359426374,33.15708162,NA,"FORB","PERENNIAL","FORB"
"44","ANTHOXANTHUM ODORATUM","teshio.jp",12.9,12.75,16.66666667,14.5,1.75,3.766666667,-2.016666667,23.59023243,0.383753535,8.005555556,24.91123988,0.155,0.107066623,344.3025853,0.111111111,"GRASS","PERENNIAL","GRASS"
"45","ANTHOXANTHUM ODORATUM","cowidrt.ca",8.5,7.2,3.333333333,3.4,-3.8,-5.166666667,1.366666667,23.59023243,0.383753535,8.005555556,24.91123988,0.155,0.107066623,344.3025853,0.111111111,"GRASS","PERENNIAL","GRASS"
"46","ANTHOXANTHUM ODORATUM","lygraint.no",1,1,1,0,-1,0,-1,23.59023243,0.383753535,8.005555556,24.91123988,0.155,0.107066623,344.3025853,0.111111111,"GRASS","PERENNIAL","GRASS"
"47","ANTHOXANTHUM ODORATUM","elvadrt.ee",1.666666667,7.666666667,1.333333333,1.5,-6.166666667,-0.333333333,-5.833333333,23.59023243,0.383753535,8.005555556,24.91123988,0.155,0.107066623,344.3025853,0.111111111,"GRASS","PERENNIAL","GRASS"
"48","ANTHOXANTHUM ODORATUM","rhijn.nl",6.666666667,6.666666667,8.75,0,-6.666666667,2.083333333,-8.75,23.59023243,0.383753535,8.005555556,24.91123988,0.155,0.107066623,344.3025853,0.111111111,"GRASS","PERENNIAL","GRASS"
"49","ANTHOXANTHUM ODORATUM","passogavia.it",0.01,0,0.1,0,0,0.09,-0.09,23.59023243,0.383753535,8.005555556,24.91123988,0.155,0.107066623,344.3025853,0.111111111,"GRASS","PERENNIAL","GRASS"
"50","ANTHYLLIS VULNERARIA","allmendb.ch",0.75,0,0.75,0,0,0,0,32.33118574,0.2845,19.6042,18.21819656,1.7,0.22014466,149.3012403,0.25,"FORB","PERENNIAL","LEGUME"
"51","ANTHYLLIS VULNERARIA","allmendo.ch",1,2.166666667,0.875,1.5,-0.666666667,-0.125,-0.541666667,32.33118574,0.2845,19.6042,18.21819656,1.7,0.22014466,149.3012403,0.25,"FORB","PERENNIAL","LEGUME"
"57","ARISTIDA PURPUREA","cdpt_drt.us",0,5,6,4.333333333,-0.666666667,6,-6.666666667,9.88,0.0735,6.53,6.520633333,1.315133333,0.3626,50.55346667,0.71,"GRASS","PERENNIAL","GRASS"
"58","ARISTIDA PURPUREA","jrnchi.us",2.6915114,0.6081433,1.0141988,0,-0.6081433,-1.6773126,1.0691693,9.88,0.0735,6.53,6.520633333,1.315133333,0.3626,50.55346667,0.71,"GRASS","PERENNIAL","GRASS"
"59","ARISTIDA STRICTA","sand.us",14,23.33333333,26.66666667,27,3.666666667,12.66666667,-9,11.1128167,1.18872,NA,6.79,0.1524,NA,NA,NA,"GRAMINOID","PERENNIAL","GRASS"
"60","ARMERIA MARITIMA","paike.ar",1,1,1,1,0,0,0,17,0.308106667,9.3,21.1502,0.254,0.2612175,57.875,0.221876923,"FORB","PERENNIAL","FORB"
"61","ARRHENATHERUM ELATIUS","rhijn.nl",11.83333333,6.333333333,8.333333333,20,13.66666667,-3.5,17.16666667,25.84,0.857,8.902914385,29.67,0.3556,0.119407807,190.1954961,0.304707692,"GRASS","PERENNIAL","GRASS"
"62","ARTEMISIA ABSINTHIUM","kernb.ca",0.5,0,3,0,0,2.5,-2.5,22.1,0.802333333,NA,24.66323678,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"63","ARTEMISIA CAMPESTRIS","kiskun.hu",5.25,2.25,7,3,0.75,1.75,-1,18.886,0.353,9.064339995,18.71203,1.22,0.366498,52.76693333,0.46,"FORB","PERENNIAL","FORB"
"64","ARTEMISIA INDICA","teshio.jp",0,4,0,25,21,0,21,23.07881,1.882,NA,16.29,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"65","ARTEMISIA LUDOVICIANA","kernb.ca",1,12.5,1,3,-9.5,0,-9.5,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"66","ARTEMISIA LUDOVICIANA","brookdale.ca",12,9.166666667,1.25,1.95,-7.216666667,-10.75,3.533333333,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"67","ARTEMISIA LUDOVICIANA","kernnu.ca",1,2,0.75,3,1,-0.25,1.25,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"68","ARTEMISIA LUDOVICIANA","konzadrt.us",1,1,2,1,0,1,-1,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"69","ARTEMISIA LUDOVICIANA","biddulph.ca",0,0.75,0,1,0.25,0,0.25,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"70","ARTEMISIA LUDOVICIANA","cedarsav.us",1.6,3,1,1,-2,-0.6,-1.4,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"71","ARTEMISIA VULGARIS","elvadrt.ee",0,1,1,0,-1,1,-2,44.63333333,1.439387862,NA,21.44697757,NA,0.103788328,270.1683965,0.241066667,"FORB","PERENNIAL","FORB"
"72","ASPERULA CYNANCHICA","allmendb.ch",0.25,0.25,0.25,0.25,0,0,0,15,0.284375,NA,27.91666667,0.93,NA,390.8625,NA,"FORB","PERENNIAL","FORB"
"73","ASPERULA CYNANCHICA","allmendo.ch",0.375,1.375,0.416666667,2.375,1,0.041666667,0.958333333,15,0.284375,NA,27.91666667,0.93,NA,390.8625,NA,"FORB","PERENNIAL","FORB"
"74","ASPERULA GUNNII","falls.au",0.5,0.5,0.5,0,-0.5,0,-0.5,NA,0.432,NA,21.796842,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"75","ASTRAGALUS FLEXUOSUS","kernnu.ca",0,0.5,0,0.833333333,0.333333333,0,0.333333333,NA,NA,NA,18.84541998,NA,NA,NA,NA,"FORB","PERENNIAL","LEGUME"
"76","ASTRAGALUS FLEXUOSUS","kernb.ca",0,2,0,4,2,0,2,NA,NA,NA,18.84541998,NA,NA,NA,NA,"FORB","PERENNIAL","LEGUME"
"78","ASTREBLA LAPPACEA","milparinka.au",25,17.5,21,21,3.5,-4,7.5,16.2306281,0.65,NA,11.43619445,NA,NA,NA,0.25146667,"GRASS","PERENNIAL","GRASS"
"79","ASTREBLA PECTINATA","milparinka.au",19,25,21,21,-4,2,-6,NA,0.63,NA,11.341433,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"84","AVENELLA FLEXUOSA","lygraold.no",1.333333333,3,3,25,22,1.666666667,20.33333333,NA,0.3309,NA,NA,0.75,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"85","AXONOPUS FISSIFOLIUS","yarradrt.au",5.475,5.4,4,0,-5.4,-1.475,-3.925,11.3,0.07836831,NA,16.32,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"86","BAPTISIA ALBA","cedartrait.us",17.5,0,11.33333333,0,0,-6.166666667,6.166666667,38.8,0.566,NA,10.46479935,NA,0.143056646,146.141189,0.309371429,"FORB","PERENNIAL","LEGUME"
"90","BOUTELOUA CURTIPENDULA","konzadrt.us",18,21.5,2,3.5,-18,-16,-2,8.7,0.427,8.84,14.60867,0.3048,0.19,94.40056667,0.032,"GRASS","PERENNIAL","GRASS"
"91","BOUTELOUA GRACILIS","nplatte.us",32.5,21,7.571428571,20.8,-0.2,-24.92857143,24.72857143,15.416,0.345,14.76,12.868115,0.135,0.447182567,118.8815333,0.192729167,"GRASS","PERENNIAL","GRASS"
"92","BOUTELOUA GRACILIS","cdpt_drt.us",11.66666667,10.66666667,15,12.83333333,2.166666667,3.333333333,-1.166666667,15.416,0.345,14.76,12.868115,0.135,0.447182567,118.8815333,0.192729167,"GRASS","PERENNIAL","GRASS"
"93","BOUTELOUA GRACILIS","mattheis.ca",15.4,18,25,26,8,9.6,-1.6,15.416,0.345,14.76,12.868115,0.135,0.447182567,118.8815333,0.192729167,"GRASS","PERENNIAL","GRASS"
"94","BOUTELOUA GRACILIS","cedartrait.us",2,1.5,0,8,6.5,-2,8.5,15.416,0.345,14.76,12.868115,0.135,0.447182567,118.8815333,0.192729167,"GRASS","PERENNIAL","GRASS"
"95","BRACHIARIA SERRATA","ukulingadrt.za",25,0,4,0,0,-21,21,12.4209428,NA,NA,28.49,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"98","BRACHYPODIUM PINNATUM","allmendb.ch",12,9.75,18.58333333,13,3.25,6.583333333,-3.333333333,18.10766667,0.540866667,7.10106212,23.9927357,0.1,0.186379697,207.6695041,0.22129993,"GRASS","PERENNIAL","GRASS"
"99","BRACHYPODIUM PINNATUM","allmendo.ch",6.25,5.833333333,3.583333333,6.083333333,0.25,-2.666666667,2.916666667,18.10766667,0.540866667,7.10106212,23.9927357,0.1,0.186379697,207.6695041,0.22129993,"GRASS","PERENNIAL","GRASS"
"100","BRACHYPODIUM RETUSUM","ebro.es",0.85085,0,0.863067333,0,0,0.012217333,-0.012217333,7.1,0.4,NA,12.40924826,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"101","BRACHYSCOME DECIPIENS","falls.au",0.666666667,0,0.5,0,0,-0.166666667,0.166666667,NA,0.2,NA,15.221818,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"105","BRIZA MEDIA","allmendb.ch",3.333333333,4.166666667,2.5,2.5,-1.666666667,-0.833333333,-0.833333333,19.10016667,0.41946,2.042559524,20.92775774,0.52,0.179667951,288.6987236,0.171363333,"GRASS","PERENNIAL","GRASS"
"106","BRIZA MEDIA","allmendo.ch",1.666666667,2.666666667,1.833333333,2.416666667,-0.25,0.166666667,-0.416666667,19.10016667,0.41946,2.042559524,20.92775774,0.52,0.179667951,288.6987236,0.171363333,"GRASS","PERENNIAL","GRASS"
"107","BRIZA MEDIA","elvadrt.ee",21.66666667,23.33333333,23.33333333,25,1.666666667,1.666666667,3.55e-15,19.10016667,0.41946,2.042559524,20.92775774,0.52,0.179667951,288.6987236,0.171363333,"GRASS","PERENNIAL","GRASS"
"112","BROMUS ERECTUS","allmendo.ch",17.25,16.5,22.83333333,15.66666667,-0.833333333,5.583333333,-6.416666667,18.81892435,0.717333333,7.243150315,21.09580137,0.894,0.174709631,157.1212818,0.273789089,"GRASS","PERENNIAL","GRASS"
"113","BROMUS ERECTUS","allmendb.ch",18,26.25,17.25,22.08333333,-4.166666667,-0.75,-3.416666667,18.81892435,0.717333333,7.243150315,21.09580137,0.894,0.174709631,157.1212818,0.273789089,"GRASS","PERENNIAL","GRASS"
"117","BROMUS INERMIS","brookdale.ca",9.666666667,11.25,3.1,3.65,-7.6,-6.566666667,-1.033333333,21.49936399,0.81,17.20145333,17.7899321,0.3048,0.268601793,108.7724975,0.281416667,"GRASS","PERENNIAL","GRASS"
"124","BROMUS SETIFOLIUS","paike.ar",0,2.5,0,2.5,0,0,0,20,0.102,NA,20.31,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"130","CALADENIA CARNEA","jilpanger.au",0.5,0,0.5,0,0,0,0,NA,0.135,NA,20.36104461,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"131","CALAMAGROSTIS EPIGEIOS","teshio.jp",61.66666667,53.5,60.3,57.1,3.6,-1.366666667,4.966666667,17.43326,1.396,6.6,18.65,NA,NA,57.46375,NA,"GRASS","PERENNIAL","GRASS"
"132","CALOTIS LAPPULACEA","cobar.au",1,0,1.333333333,1,1,0.333333333,0.666666667,NA,0.5,NA,15.76,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"133","CAMASSIA QUAMASH","cowidrt.ca",3,1,3,5,4,0,4,NA,0.70104,NA,12.08,0.254,NA,NA,NA,"GRASS","PERENNIAL","FORB"
"134","CAMPANULA PATULA","elvadrt.ee",0,2,0,1,-1,0,-1,27.77811089,0.4375,14.26593954,33.98333333,0.29,0.0375,NA,0.265133333,"FORB","PERENNIAL","FORB"
"135","CAMPANULA ROTUNDIFOLIA","kernnu.ca",0.5,0.5,0.5,0.5,0,0,0,21.08333333,0.452,13.14618087,22.94812699,1.125,0.146551312,475.6578007,0.141566667,"FORB","PERENNIAL","FORB"
"136","CAMPANULA ROTUNDIFOLIA","kernb.ca",0,1,0,0.5,-0.5,0,-0.5,21.08333333,0.452,13.14618087,22.94812699,1.125,0.146551312,475.6578007,0.141566667,"FORB","PERENNIAL","FORB"
"139","CAREX ARENARIA","hoide.de",4.5,3.5,2.666666667,1.666666667,-1.833333333,-1.833333333,2.22e-16,19.12604168,0.384259259,NA,14.42164292,1.02,NA,NA,NA,"GRAMINOID","PERENNIAL","GRAMINOID"
"140","CAREX ARENARIA","hyide.de",3,3.333333333,2,1.333333333,-2,-1,-1,19.12604168,0.384259259,NA,14.42164292,1.02,NA,NA,NA,"GRAMINOID","PERENNIAL","GRAMINOID"
"141","CAREX BREVICULMIS","falls.au",0.5,0.75,0.666666667,0.75,0,0.166666667,-0.166666667,18.30157885,0.05,NA,14.60009466,NA,NA,NA,NA,"GRASS","PERENNIAL","GRAMINOID"
"142","CAREX CARYOPHYLLEA","allmendb.ch",10.75,16.5,10.83333333,16.5,0,0.083333333,-0.083333333,18,0.223333333,NA,18.76023077,0.2,NA,NA,0.0784,"GRAMINOID","PERENNIAL","GRAMINOID"
"143","CAREX CARYOPHYLLEA","allmendo.ch",14.16666667,15.75,12.41666667,14.16666667,-1.583333333,-1.75,0.166666667,18,0.223333333,NA,18.76023077,0.2,NA,NA,0.0784,"GRAMINOID","PERENNIAL","GRAMINOID"
"144","CAREX CURVULA","passogavia.it",47.6,47.4,40.6,42,-5.4,-7,1.6,12,0.15,NA,9.999104145,0.65,NA,NA,NA,"GRAMINOID","PERENNIAL","GRAMINOID"
"145","CAREX ECHINATA","lygraint.no",1,1,0,1,0,-1,1,17.8,0.33305,NA,15.53,0.2032,NA,NA,NA,"GRAMINOID","PERENNIAL","GRAMINOID"
"146","CAREX ECHINATA","lygraold.no",1.5,4,0,1,-3,-1.5,-1.5,17.8,0.33305,NA,15.53,0.2032,NA,NA,NA,"GRAMINOID","PERENNIAL","GRAMINOID"
"147","CAREX FLACCA","allmendo.ch",1.75,5,1.5,1.5,-3.5,-0.25,-3.25,17.07498081,0.37125,4.956666667,14.4018786,0.83,0.169025277,218.7926062,0.380313725,"GRAMINOID","PERENNIAL","GRAMINOID"
"148","CAREX FLACCA","allmendb.ch",4.25,0,4.375,0.25,0.25,0.125,0.125,17.07498081,0.37125,4.956666667,14.4018786,0.83,0.169025277,218.7926062,0.380313725,"GRAMINOID","PERENNIAL","GRAMINOID"
"149","CAREX HEBES","falls.au",0.5,0.666666667,0.6,0.5,-0.166666667,0.1,-0.266666667,NA,NA,NA,19.096154,NA,NA,NA,NA,"GRASS","PERENNIAL","GRAMINOID"
"150","CAREX LIPAROCARPOS","kiskun.hu",0,1,0,0.5,-0.5,0,-0.5,20.95166667,0.185,NA,25.83979328,0.26,NA,NA,NA,"GRASS","PERENNIAL","GRAMINOID"
"151","CAREX NIGRA","lygraint.no",1,1,2,0,-1,1,-2,24.40009307,0.388666667,6.648625922,20.83559904,0.56,NA,52.8,0.2421,"GRAMINOID","PERENNIAL","GRAMINOID"
"152","CAREX NIGRA","lygraold.no",6.333333333,4,6.666666667,7.333333333,3.333333333,0.333333333,3,24.40009307,0.388666667,6.648625922,20.83559904,0.56,NA,52.8,0.2421,"GRAMINOID","PERENNIAL","GRAMINOID"
"153","CAREX PANICEA","lygraint.no",0,2,0,3,1,0,1,16.1715862,0.31,NA,17.69830765,0.49,NA,9.14,NA,"GRAMINOID","PERENNIAL","GRAMINOID"
"154","CAREX PILULIFERA","lygraint.no",1,0,2,1.666666667,1.666666667,1,0.666666667,27.98325592,0.225625,NA,19.13235729,NA,NA,NA,NA,"GRAMINOID","PERENNIAL","GRAMINOID"
"155","CARLINA VULGARIS","allmendb.ch",0.25,0.5,0.25,0,-0.5,0,-0.5,15.78260486,0.385,NA,22.08870347,0.87,0.082888022,322.3538749,0.246275926,"FORB","PERENNIAL","FORB"
"156","CELMISIA COSTINIANA","falls.au",43.33333333,50,43.33333333,48.33333333,-1.666666667,0,-1.666666667,NA,0.515,NA,9.655537,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"157","CENTAUREA JACEA","allmendo.ch",1,0.583333333,1,2.25,1.666666667,0,1.666666667,25.06160617,0.8275,11.34202,21.9478316,0.155,0.133545753,116.6184597,0.328737037,"FORB","PERENNIAL","FORB"
"158","CENTAUREA JACEA","allmendb.ch",1.916666667,1.5,2.333333333,1.5,0,0.416666667,-0.416666667,25.06160617,0.8275,11.34202,21.9478316,0.155,0.133545753,116.6184597,0.328737037,"FORB","PERENNIAL","FORB"
"159","CENTAUREA JACEA","rhijn.nl",1,25,7,6.5,-18.5,6,-24.5,25.06160617,0.8275,11.34202,21.9478316,0.155,0.133545753,116.6184597,0.328737037,"FORB","PERENNIAL","FORB"
"161","CENTAUREA SCABIOSA","allmendb.ch",5.5,6.083333333,5.166666667,7.25,1.166666667,-0.333333333,1.5,22.3,0.9625,NA,16.2315625,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"162","CENTAUREA SCABIOSA","allmendo.ch",3,1.583333333,4.125,1.75,0.166666667,1.125,-0.958333333,22.3,0.9625,NA,16.2315625,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"163","CENTIPEDA CUNNINGHAMII","quilpie.au",8,12.5,4,3.333333333,-9.166666667,-4,-5.166666667,NA,0.2,NA,18.1,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"168","CERASTIUM ARVENSE","matador.ca",2.25,0.5,3.5,0.75,0.25,1.25,-1,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"169","CERASTIUM ARVENSE","paike.ar",1,1,1,1,0,0,0,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"170","CERASTIUM ARVENSE","kernb.ca",2,0.5,2.5,1.25,0.75,0.5,0.25,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"171","CERASTIUM ARVENSE","elvadrt.ee",1,1,1,1,0,0,0,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"172","CERASTIUM ARVENSE","cowidrt.ca",1.5,1.5,2,1.5,0,0.5,-0.5,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"173","CERASTIUM ARVENSE","kernnu.ca",0,0.5,0.5,0.75,0.25,0.5,-0.25,32.11111111,0.188888889,NA,21.10181624,0.22,0.486326636,91.58154988,0.188766667,"FORB","PERENNIAL","FORB"
"174","CERASTIUM FONTANUM","rhijn.nl",1,1,1,0,-1,0,-1,24.9755,0.218333333,8.721238939,25.83139407,NA,0.133299797,101.6244572,0.282,"FORB","PERENNIAL","FORB"
"176","CHAMAESCILLA CORYMBOSA","jilpanger.au",0.75,0.5,1.75,0.5,0,1,-1,23,0.4,NA,NA,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
