"","site_code","Taxon","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","rootDiam.mm","SRL.groot.cahill.merge","RTD.groot.cahill.merge","RMF.g.g","local_lifespan","local_lifeform","functional_group","plant_id","impute.leafN.mg.g","impute.height.m","impute.rootN.mg.g","impute.SLA_m2.kg","impute.root.depth_m","impute.rootDiam.mm","impute.SRL.groot.cahill.merge","impute.RTD.groot.cahill.merge","impute.RMF.g.g","leafN.final","height.final","rootN.final","SLA.final","root.depth.final","rootDiam.final","SRL.final","RTD.final","RMF.final"
"11","jilpanger.au","APHELIA PUMILIO",-0.5,NA,0.03,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",67,19.58507752528,0.0303619002696417,11.160378225506,19.1851668548211,0.480620358161253,0.196639528268471,70.2697419687318,0.156763531382689,0.489371230072355,19.58507752528,0.03,11.160378225506,19.1851668548211,0.480620358161253,0.196639528268471,70.2697419687318,0.156763531382689,0.489371230072355
"12","kiskun.hu","BASSIA LANIFLORA",0.83,NA,0.25,NA,7.806666667,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",112,24.7222572706471,0.319953921937311,9.91057556136187,9.49376754745324,0.66049235071733,0.248908562111765,24.6355491940519,0.40406230391236,0.239953187140884,24.7222572706471,0.25,9.91057556136187,7.806666667,0.66049235071733,0.248908562111765,24.6355491940519,0.40406230391236,0.239953187140884
"13","jilpanger.au","BLENNOSPORA DRUMMONDII",0,NA,0.072126038,NA,18.69517424,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",113,18.9641053499998,0.145401105083667,9.48905791781739,19.7601323360357,0.421327155603156,0.409993098936821,85.6457641259972,0.174042341145368,0.401034132640288,18.9641053499998,0.072126038,9.48905791781739,18.69517424,0.421327155603156,0.409993098936821,85.6457641259972,0.174042341145368,0.401034132640288
"14","jilpanger.au","BRACHYSCOME PERPUSILLA",-0.4,NA,0.082953562,NA,39.64922689,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",127,19.7749618686477,0.135720839516296,9.70746229834584,27.7099346338764,0.394005083601783,0.412834018143551,99.9352196656378,0.15650355841836,0.399880384754593,19.7749618686477,0.082953562,9.70746229834584,39.64922689,0.394005083601783,0.412834018143551,99.9352196656378,0.15650355841836,0.399880384754593
"15","ethadn.au","CALANDRINIA BALONENSIS",-5.3,NA,0.275,NA,7.11,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",160,21.644720351465,0.148301076606992,6.6878017789162,14.1972974897965,0.231317328050622,0.311436208500951,189.545047062433,0.0579519636042284,0.218393625282522,21.644720351465,0.275,6.6878017789162,7.11,0.231317328050622,0.311436208500951,189.545047062433,0.0579519636042284,0.218393625282522
"16","capmcd.us","CALANDRINIA CILIATA",0,21.1,0.0254,NA,26.31594056,NA,0.3,212.5,0.0417,0.192159626,"ANNUAL","FORB","FORB",161,21.9211493839519,0.0372800238889415,6.42174784035499,23.5553609498159,0.175828745282487,0.32061168154376,237.452054477399,0.047311808342962,0.21497532002819,21.1,0.0254,6.42174784035499,26.31594056,0.175828745282487,0.3,212.5,0.0417,0.192159626
"17","credoj.au","CALOTIS HISPIDULA",0,NA,0.103333333,NA,11.50591422,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",166,17.7592950504995,0.140576476361071,9.12003903212911,13.2926385718129,0.44694325707484,0.40787733585537,74.0556608163501,0.200744807864272,0.399528293393433,17.7592950504995,0.103333333,9.12003903212911,11.50591422,0.44694325707484,0.40787733585537,74.0556608163501,0.200744807864272,0.399528293393433
"18","quilpie.au","CALOTIS HISPIDULA",0.5,NA,0.103333333,NA,11.50591422,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",167,17.7403711435531,0.144755039485555,9.1070967552831,13.249645325467,0.452039102877794,0.407369695547602,73.8394217462641,0.199698311595355,0.399306179537882,17.7403711435531,0.103333333,9.1070967552831,11.50591422,0.452039102877794,0.407369695547602,73.8394217462641,0.199698311595355,0.399306179537882
"19","milparinka.au","CALOTIS PORPHYROGLOSSA",1,NA,0.33325,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",169,18.6048026369,0.332778643870275,9.53847847995802,14.8080808569787,0.471472522645559,0.394942683917656,80.3539604713875,0.180787000692935,0.380429436221309,18.6048026369,0.33325,9.53847847995802,14.8080808569787,0.471472522645559,0.394942683917656,80.3539604713875,0.180787000692935,0.380429436221309
"20","marcdrt.ar","CARDUUS ACANTHOIDES",1,17.22267499,1.075,NA,18.83333333,1.79,NA,NA,NA,NA,"ANNUAL","FORB","FORB",174,16.0689021613921,0.988171272146894,9.9145942538762,20.9460935656439,1.25515262382135,0.445218163551457,176.302734094139,0.0416382698652018,0.353018971151269,17.22267499,1.075,9.9145942538762,18.83333333,1.79,0.445218163551457,176.302734094139,0.0416382698652018,0.353018971151269
"21","scruzl.us","CARDUUS PYCNOCEPHALUS",11.58399878,8.2,0.622333333,NA,38,NA,NA,NA,0.023256534,0.34,"ANNUAL","FORB","FORB",177,8.68222120647085,0.615813744605551,9.51145875975613,36.7633446938932,0.884339876285045,0.525238865756216,279.794149152403,0.0248578144395396,0.341258013521807,8.2,0.622333333,9.51145875975613,38,0.884339876285045,0.525238865756216,279.794149152403,0.023256534,0.34
"22","scruzm.us","CARDUUS PYCNOCEPHALUS",-0.75648387,8.2,0.622333333,NA,38,NA,NA,NA,0.023256534,0.34,"ANNUAL","FORB","FORB",178,8.55369767658001,0.616189778785586,9.47316372289948,36.1249487494208,0.886962020549634,0.52524006157934,280.874258352598,0.0249932863835371,0.34147326423774,8.2,0.622333333,9.47316372289948,38,0.886962020549634,0.52524006157934,280.874258352598,0.023256534,0.34
"23","scruzh.us","CARDUUS PYCNOCEPHALUS",30.5358948,8.2,0.622333333,NA,38,NA,NA,NA,0.023256534,0.34,"ANNUAL","FORB","FORB",179,8.69437933007883,0.614924505881095,9.52413239368406,36.9816259258278,0.884039577740882,0.52512467719213,281.187830867008,0.0248796579517493,0.341813994547757,8.2,0.622333333,9.52413239368406,38,0.884039577740882,0.52512467719213,281.187830867008,0.023256534,0.34
"24","credom.au","CENTAUREA MELITENSIS",-0.5,19.1,1,NA,9.4,NA,NA,145.3592041,NA,NA,"ANNUAL","FORB","FORB",209,19.5049986600011,0.932185354920035,11.0208018503507,12.1599505153066,0.504461619955864,0.3157251080513,132.229561261364,0.147825016555889,0.46369715440068,19.1,1,11.0208018503507,9.4,0.504461619955864,0.3157251080513,145.3592041,0.147825016555889,0.46369715440068
"25","marcdrt.ar","CENTAURIUM PULCHELLUM",-2.5,NA,0.106666667,NA,44.47,0.13,NA,NA,NA,NA,"ANNUAL","FORB","FORB",212,30.4123792377091,0.146125782721417,11.2291337004979,23.5861558068892,0.399795510665429,0.82211267627236,50.4616425890744,0.334180079312356,0.197973202751769,30.4123792377091,0.106666667,11.2291337004979,44.47,0.13,0.82211267627236,50.4616425890744,0.334180079312356,0.197973202751769
"26","jilpanger.au","Centrolepis ARISTATA",-0.4,19.7,0.065552756,NA,28.09236189,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",214,20.5694915955356,0.0607433866867747,11.7061078545452,24.501937168157,0.484578127306843,0.195242563041287,79.8402082458457,0.136700871133798,0.466155887477401,19.7,0.065552756,11.7061078545452,28.09236189,0.484578127306843,0.195242563041287,79.8402082458457,0.136700871133798,0.466155887477401
"27","jilpanger.au","Centrolepis STRIGOSA",0,NA,0.073333333,NA,5.632,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",215,19.1612848613023,0.0727568666550069,11.2936279438327,13.292710752573,0.553716194127653,0.1877477025516,63.1526464509462,0.165321822435217,0.469269577535679,19.1612848613023,0.073333333,11.2936279438327,5.632,0.553716194127653,0.1877477025516,63.1526464509462,0.165321822435217,0.469269577535679
"28","credom.au","CEPHALIPTERUM DRUMMONDII",-19.5,NA,0.232098289,NA,37.28250084,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",216,20.4689845292465,0.231817623230709,10.0725891383652,31.343293570196,0.407189434891824,0.410480643975684,104.52074046918,0.145132768814184,0.382738505991041,20.4689845292465,0.232098289,10.0725891383652,37.28250084,0.407189434891824,0.410480643975684,104.52074046918,0.145132768814184,0.382738505991041
"29","credoj.au","CEPHALIPTERUM DRUMMONDII",0.5,NA,0.232098289,NA,37.28250084,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",217,20.5028641028337,0.229446408537498,10.0756992261842,31.5065967210308,0.408237006534807,0.41139705659305,104.517481578796,0.145426453308622,0.383043332584624,20.5028641028337,0.232098289,10.0756992261842,37.28250084,0.408237006534807,0.41139705659305,104.517481578796,0.145426453308622,0.383043332584624
"30","cowidrt.ca","CERASTIUM GLOMERATUM",2,23.09807,0.249,14.7,23.38503171,0.11,NA,318,0.029222234,0.250771497,"ANNUAL","FORB","FORB",227,23.6097224044681,0.230607505360106,14.4843390033282,23.422227884285,0.124982022325003,0.199612069564192,320.721422882434,0.0496261529201178,0.239888188309508,23.09807,0.249,14.7,23.38503171,0.11,0.199612069564192,318,0.029222234,0.250771497
"31","octc.us","CERATOCEPHALA TESTICULATA",-1.869447707,NA,0.1,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",228,22.7907213243845,0.100707614278023,11.4530058723579,20.9690815922523,0.304658885226042,0.368705605642061,61.0292150693713,0.258422231475811,0.513744770374704,22.7907213243845,0.1,11.4530058723579,20.9690815922523,0.304658885226042,0.368705605642061,61.0292150693713,0.258422231475811,0.513744770374704
"32","nnss.us","CHAENACTIS FREMONTII",-3.290888939,11,NA,3.35,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",229,14.5085924591028,0.234546404520635,5.52755565445444,17.7002435214223,0.468057885285118,0.44597396394293,70.7466435134859,0.175358148426881,0.361965333008734,11,0.234546404520635,3.35,17.7002435214223,0.468057885285118,0.44597396394293,70.7466435134859,0.175358148426881,0.361965333008734
"33","cdpt_drt.us","CHENOPODIUM ALBUM",0,27.125,0.3325,8.8,15.34103501,1.125,0.230308403,52.97317748,0.330451196,0.205678834,"ANNUAL","FORB","FORB",233,26.9635310082918,0.343674481827931,9.0429974577239,14.7571728027782,0.984145404681653,0.231767414750224,49.177084736165,0.331885708095267,0.224365937464992,27.125,0.3325,8.8,15.34103501,1.125,0.230308403,52.97317748,0.330451196,0.205678834
"34","nnss.us","CHYLISMIA CLAVIFORMIS",0.0437756,35.4,NA,NA,13,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",244,31.6793582208721,0.238853088566983,10.6857536380809,15.6859922352454,0.461741345055912,0.666271678504951,28.1019369447485,0.141943174789053,0.329058129799543,35.4,0.238853088566983,10.6857536380809,13,0.461741345055912,0.666271678504951,28.1019369447485,0.141943174789053,0.329058129799543
"35","oreaa.us","COLLINSIA PARVIFLORA",-0.5,19.6,0.3048,NA,32.3,0.1524,0.28,NA,NA,NA,"ANNUAL","FORB","FORB",252,20.1797890543698,0.301944405725807,11.8059202482861,30.8898292343858,0.156673658399168,0.272557424219749,209.665069223835,0.145339778824123,0.386788564181478,19.6,0.3048,11.8059202482861,32.3,0.1524,0.28,209.665069223835,0.145339778824123,0.386788564181478
"36","oreac.us","COLLINSIA PARVIFLORA",0.4,19.6,0.3048,NA,32.3,0.1524,0.28,NA,NA,NA,"ANNUAL","FORB","FORB",253,20.1187000921997,0.302760745394095,11.8298483351619,30.9024790687416,0.157447415622988,0.272464359576237,210.309048869739,0.145445814863864,0.387952785338099,19.6,0.3048,11.8298483351619,32.3,0.1524,0.28,210.309048869739,0.145445814863864,0.387952785338099
"37","oreac.us","COLLOMIA GRANDIFLORA",-1.583333333,NA,0.4,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",254,23.2891472781497,0.398521112589749,11.5622922763696,16.4376707264546,0.514702506884798,0.271887139109208,101.275986739469,0.195774990779884,0.328676996350403,23.2891472781497,0.4,11.5622922763696,16.4376707264546,0.514702506884798,0.271887139109208,101.275986739469,0.195774990779884,0.328676996350403
"38","oreac.us","COLLOMIA LINEARIS",0,NA,0.2075,NA,19.77,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",255,22.9560183514036,0.237184324301694,11.2881428676279,17.4492023264082,0.484557555503324,0.278158700254897,101.834869612463,0.199462073038538,0.339241116153033,22.9560183514036,0.2075,11.2881428676279,19.77,0.484557555503324,0.278158700254897,101.834869612463,0.199462073038538,0.339241116153033
"39","kiskun.hu","CONYZA CANADENSIS",-0.285,27.9,0.836805556,NA,20.31163266,0.1524,NA,NA,0.09,NA,"ANNUAL","FORB","FORB",259,26.3721777829402,0.639333212716528,10.442589319977,20.6143539009798,0.202637600669774,0.367376237362253,142.060204685724,0.100707145708385,0.335547487787495,27.9,0.836805556,10.442589319977,20.31163266,0.1524,0.367376237362253,142.060204685724,0.09,0.335547487787495
"40","cdpt_drt.us","COREOPSIS TINCTORIA",-1,14.706,0.55245,12.72946239,14.36677923,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",263,14.3336814042571,0.539618615716228,13.5142970813772,15.218809502233,0.533385715381624,0.340948204077535,79.9539127310256,0.121531566731281,0.402505470621737,14.706,0.55245,12.72946239,14.36677923,0.533385715381624,0.340948204077535,79.9539127310256,0.121531566731281,0.402505470621737
"41","brokenh.au","CRASSULA COLORATA",0,NA,0.1,NA,42.24399652,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",264,15.6156419902778,0.0902933783627422,4.50975246299613,29.5345946889261,0.13323970591927,0.502022758029064,69.2393072274682,0.15433736253686,0.215466498449615,15.6156419902778,0.1,4.50975246299613,42.24399652,0.13323970591927,0.502022758029064,69.2393072274682,0.15433736253686,0.215466498449615
"42","cobar.au","CRASSULA COLORATA",0.666666667,NA,0.1,NA,42.24399652,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",265,15.6011661316921,0.0897063350017706,4.51851901264716,29.5780565280244,0.133397198510916,0.501983898716672,69.4021848786551,0.15479676907676,0.215393970178159,15.6011661316921,0.1,4.51851901264716,42.24399652,0.133397198510916,0.501983898716672,69.4021848786551,0.15479676907676,0.215393970178159
"43","baddrt.de","CREPIS CAPILLARIS",5.538888889,27.04610667,0.458333333,10.7,33.48841078,0.385,NA,NA,NA,0.316068001,"ANNUAL","FORB","FORB",268,25.6011492996284,0.43027828093238,10.7203421730642,31.3677775584583,0.427504912734074,0.385844719485429,188.918781104581,0.0940015881637405,0.347565633060224,27.04610667,0.458333333,10.7,33.48841078,0.385,0.385844719485429,188.918781104581,0.0940015881637405,0.316068001
"44","nnss.us","CRYPTANTHA INTERMEDIA",-0.80954593,NA,0.026,NA,23.56545799,NA,NA,NA,0.14095,0.12111937,"ANNUAL","FORB","FORB",271,19.6237422412552,0.0437475593185334,1.29023878707533,23.0478172812849,1.56648945192919,0.404119439724521,77.0754721271199,0.226066807242998,0.168753219143792,19.6237422412552,0.026,1.29023878707533,23.56545799,1.56648945192919,0.404119439724521,77.0754721271199,0.14095,0.12111937
"45","nnss.us","CRYPTANTHA PTEROCARYA",0.42055291,NA,NA,0.9,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",272,19.333583830826,0.0688861803859898,0.908181890480837,20.9645275053684,1.76808857206758,0.39932011546583,64.2711748386121,0.256344751096662,0.169717518250835,19.333583830826,0.0688861803859898,0.9,20.9645275053684,1.76808857206758,0.39932011546583,64.2711748386121,0.256344751096662,0.169717518250835
"46","gmmolar.us","CRYPTANTHA PTEROCARYA",0.376190476,NA,NA,0.9,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",273,19.3138859253641,0.068737026179569,0.908018970923693,20.9453201498984,1.76353522716789,0.399236028866435,64.5926104694764,0.255517777244027,0.169512482078718,19.3138859253641,0.068737026179569,0.9,20.9453201498984,1.76353522716789,0.399236028866435,64.5926104694764,0.255517777244027,0.169512482078718
"47","gmgranite.us","CRYPTANTHA PTEROCARYA",0,NA,NA,0.9,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",274,19.33675767373,0.0686897170207001,0.908793628569478,21.0013756442823,1.76019858010118,0.398924835317308,64.485813634177,0.255646850512149,0.169540549057621,19.33675767373,0.0686897170207001,0.9,21.0013756442823,1.76019858010118,0.398924835317308,64.485813634177,0.255646850512149,0.169540549057621
"48","credom.au","CUSCUTA PLANIFLORA",0,NA,0.4,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",275,15.5956099445499,0.399684143339823,14.7948792627734,22.3350404354962,0.334729972082584,0.274255828970963,169.682548480848,0.145458864322394,0.310319146139658,15.5956099445499,0.4,14.7948792627734,22.3350404354962,0.334729972082584,0.274255828970963,169.682548480848,0.145458864322394,0.310319146139658
"49","credoj.au","CUSCUTA PLANIFLORA",-0.375,NA,0.4,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",276,15.6119641064107,0.3993515029304,14.8149897963902,22.2642514823463,0.33403252679306,0.273386790003765,169.284703239382,0.145359339180246,0.310642324096841,15.6119641064107,0.4,14.8149897963902,22.2642514823463,0.33403252679306,0.273386790003765,169.284703239382,0.145359339180246,0.310642324096841
"50","marcdrt.ar","CYCLOSPERMUM LEPTOPHYLLUM",0,NA,0.0375,NA,13.61805627,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",277,19.5209497441016,0.140048238232179,6.25279515415874,18.0424079728882,1.02228516009439,0.290373254340221,101.165975683817,0.178617287303113,0.454629662369754,19.5209497441016,0.0375,6.25279515415874,13.61805627,1.02228516009439,0.290373254340221,101.165975683817,0.178617287303113,0.454629662369754
"51","nnss.us","DESCURAINIA PINNATA",-0.896186118,NA,0.6,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",295,31.4176826257384,0.597824374019135,14.3877384822311,18.7753754567514,1.06577925506715,0.304595293347842,147.624398963225,0.0948463976894194,0.504632755424305,31.4176826257384,0.6,14.3877384822311,18.7753754567514,1.06577925506715,0.304595293347842,147.624398963225,0.0948463976894194,0.504632755424305
"52","capmcd.us","DICHELOSTEMMA CAPITATUM",0,22.2,0.483,NA,12.41345668,0.1,NA,NA,NA,NA,"ANNUAL","FORB","FORB",302,20.9040035877927,0.43843685846149,8.62409202168534,11.1690907368562,0.108242976706976,0.227636608684685,118.568687667839,0.103085520091583,0.336554542289315,22.2,0.483,8.62409202168534,12.41345668,0.1,0.227636608684685,118.568687667839,0.103085520091583,0.336554542289315
"53","gmmolar.us","DICHELOSTEMMA CAPITATUM",0.083333333,22.2,0.483,NA,12.41345668,0.1,NA,NA,NA,NA,"ANNUAL","FORB","FORB",303,20.8793123552946,0.437307204512408,8.62398150651333,11.1647975808302,0.106780638029531,0.227438199787172,118.35472168943,0.102948376179371,0.336386889935072,22.2,0.483,8.62398150651333,12.41345668,0.1,0.227438199787172,118.35472168943,0.102948376179371,0.336386889935072
"54","oreaa.us","EPILOBIUM BRACHYCARPUM",-0.8,30.5,0.29,10.95816314,22,NA,0.73,81.71053256,NA,NA,"ANNUAL","FORB","FORB",328,30.3847352861788,0.284286674474833,10.7880329908163,21.7296141198115,0.406292263403719,0.719145175902975,80.5137504754995,0.0947218598005072,0.321380232798631,30.5,0.29,10.95816314,22,0.406292263403719,0.73,81.71053256,0.0947218598005072,0.321380232798631
"55","oreac.us","EPILOBIUM BRACHYCARPUM",1,30.5,0.29,10.95816314,22,NA,0.73,81.71053256,NA,NA,"ANNUAL","FORB","FORB",329,30.4075122788386,0.28315890992228,10.7619360529493,21.7008661387814,0.406909184789027,0.718047391640022,81.3961169463559,0.0943720291788635,0.321256783330696,30.5,0.29,10.95816314,22,0.406909184789027,0.73,81.71053256,0.0943720291788635,0.321256783330696
"56","esw.ca","ERIGERON ANNUUS",0,13.87251282,0.790891667,NA,24.83067457,1.02,0.2483,62.7520477,0.328758,0.383161658,"ANNUAL","FORB","FORB",345,14.5422830487993,0.689762213676007,10.3416572228813,24.2513930161334,0.814756087715438,0.273760500278174,63.1169316323458,0.310361063008938,0.389343127221254,13.87251282,0.790891667,10.3416572228813,24.83067457,1.02,0.2483,62.7520477,0.328758,0.383161658
"57","marcdrt.ar","ERIGERON BONARIENSIS",-0.5,20.2,0.46625,NA,17.6205,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",347,18.9620042366207,0.405694914507592,10.0110434216736,18.8895408783401,0.457238621942139,0.286048157724498,66.1715781402125,0.282585121300308,0.38423523873578,20.2,0.46625,10.0110434216736,17.6205,0.457238621942139,0.286048157724498,66.1715781402125,0.282585121300308,0.38423523873578
"58","cedarsav.us","ERIGERON STRIGOSUS",5,24.635,0.566,NA,22.57798584,0.254,NA,NA,NA,NA,"ANNUAL","FORB","FORB",348,23.535565059285,0.541790578567294,10.3395370225214,22.488013198702,0.300109510235497,0.272975365665992,77.0311972726112,0.260373336198323,0.358627183742317,24.635,0.566,10.3395370225214,22.57798584,0.254,0.272975365665992,77.0311972726112,0.260373336198323,0.358627183742317
"59","konzadrt.us","ERIGERON STRIGOSUS",0,24.635,0.566,NA,22.57798584,0.254,NA,NA,NA,NA,"ANNUAL","FORB","FORB",349,23.7103505766719,0.530309067678425,10.303392001998,22.5183419572969,0.294972348544456,0.273243980747414,77.2617734036324,0.260464530564337,0.357547567989174,24.635,0.566,10.303392001998,22.57798584,0.254,0.273243980747414,77.2617734036324,0.260464530564337,0.357547567989174
"60","jrnchi.us","ERIOGONUM ANNUUM",0.01375145,NA,NA,NA,NA,1.405,NA,NA,NA,NA,"ANNUAL","FORB","FORB",351,25.41532468689,0.360934508840837,8.52607314041324,23.2126790402484,1.39741107314204,0.242343412203618,69.1819666884495,0.215367235534396,0.583023714862415,25.41532468689,0.360934508840837,8.52607314041324,23.2126790402484,1.405,0.242343412203618,69.1819666884495,0.215367235534396,0.583023714862415
"61","nnss.us","ERIOGONUM ANNUUM",-0.4319366,NA,NA,NA,NA,1.405,NA,NA,NA,NA,"ANNUAL","FORB","FORB",352,25.3874925569514,0.362330699761467,8.5168804120167,23.2368927863531,1.39506838911427,0.241837161120725,69.86479574553,0.213943383882858,0.582419470696028,25.3874925569514,0.362330699761467,8.5168804120167,23.2368927863531,1.405,0.241837161120725,69.86479574553,0.213943383882858,0.582419470696028
"62","gmgranite.us","ERODIUM CICUTARIUM",5.285714285,27.82176667,0.3255,11.47977948,33.62785763,1.45,0.1243,131.6796733,0.43626943,0.549608355,"ANNUAL","FORB","FORB",359,27.7064885884138,0.325757763488961,11.4728767711466,33.3172046329177,1.42803921164024,0.125103394153077,130.873065810511,0.431087477672052,0.547785317193177,27.82176667,0.3255,11.47977948,33.62785763,1.45,0.1243,131.6796733,0.43626943,0.549608355
